contrast,location,size,thisN,thisTrialN,thisRepN,response.keys,response.rt,response.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,begin_experiment.started,begin_experiment.stopped,trial.started,response.started,trial.stopped,trials.response.keys,trials.response.rt,trials.response.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart
,,,,,,,,,,,,,,,0.007201666,2.0747648329706863,,,,,,,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.001,1,0.1,1,1,0,left,0.5554150410462171,None,0,1,1,2,3.1273409159621224,,,,3.1209457078948617,3.716469082981348,4.28543575,left,0.5554150410462171,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.1,-1,0.1,2,2,0,left,0.35477958293631673,None,0,2,2,14,4.302326499950141,,,,4.287252124981023,4.8830181249650195,5.253054040949792,left,0.35477958293631673,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.0001,1,0.1,3,3,0,right,0.32320662401616573,None,0,3,3,1,5.266347874887288,,,,5.2552363749127835,5.849648332921788,6.185664915945381,right,0.32320662401616573,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.1,1,0.1,4,4,0,right,0.2987929580267519,None,0,4,4,4,6.193479582900181,,,,6.187692499952391,6.783043957897462,7.085511665907688,right,0.2987929580267519,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.001,-1,0.1,5,5,0,left,1.4007065830519423,None,0,5,5,10,7.092316665919498,,,,7.087535374914296,7.683031665976159,9.089466207893565,left,1.4007065830519423,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.1,1,0.1,7,7,0,right,0.2847464989172295,None,0,7,7,6,9.966814332990907,,,,9.957341290893964,10.553997915936634,10.85260020790156,right,0.2847464989172295,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.01,-1,0.1,8,8,0,left,0.2439690000610426,None,0,8,8,11,10.86012987489812,,,,10.854781207977794,11.449756207992323,11.701730374945328,left,0.2439690000610426,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
1,1,0.1,9,9,0,right,0.25499683304224163,None,0,9,9,7,11.708488415926695,,,,11.70370804099366,12.299683790886775,12.557860582950525,right,0.25499683304224163,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
1e-05,1,0.1,10,10,0,left,0.4075313750654459,None,0,10,10,0,12.565273082931526,,,,12.559824790921994,13.153998707886785,13.568777999957092,left,0.4075313750654459,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.1,-1,0.1,11,11,0,left,0.36612712393980473,None,0,11,11,12,13.576944207889028,,,,13.570842749904841,14.166545124957338,14.535243040998466,left,0.36612712393980473,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
1,-1,0.1,12,12,0,left,0.2455928330309689,None,0,12,12,15,14.549734499887563,,,,14.537259457982145,15.133003124967217,15.385079332976602,left,0.2455928330309689,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.0001,-1,0.1,13,13,0,left,0.32775787403807044,None,0,13,13,9,15.392152665997855,,,,15.386977790971287,15.983129082946107,16.318121999967843,left,0.32775787403807044,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.01,1,0.1,14,14,0,right,1.1253387079341337,None,0,14,14,3,16.326706082909368,,,,16.31992424989585,16.916366749908775,18.051806124974973,right,1.1253387079341337,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
1e-05,-1,0.1,15,15,0,left,0.5206528330454603,None,0,15,15,8,18.06022162,,,,18.054082249989733,18.649839957943186,19.185709832934663,left,0.5206528330454603,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
1,1,0.1,16,0,1,right,0.26952995697502047,None,1,0,16,7,19.192592457984574,,,,19.18792054092046,19.78306908288505,20.055606499896385,right,0.26952995697502047,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.001,1,0.1,17,1,1,left,0.2175530819222331,None,1,1,17,2,20.066851374926046,,,,20.05720737494994,20.65398499998264,20.88554058293812,left,0.2175530819222331,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.0001,1,0.1,18,2,1,left,0.322111958,None,1,2,18,1,20.900231457897462,,,,20.88775433297269,21.48335579095874,21.81829033291433,left,0.322111958,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
1e-05,1,0.1,19,3,1,left,0.9119027910055593,None,1,3,19,0,21.82632970798295,,,,21.820492624887265,22.41651791590266,23.335211457917467,left,0.9119027910055593,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.001,-1,0.1,20,4,1,left,0.7043057489208877,None,1,4,20,10,23.349719457910396,,,,23.33742996,23.933031540946104,24.652368165901862,left,0.7043057489208877,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.1,-1,0.1,21,5,1,left,0.40752104111015797,None,1,5,21,14,24.659628749941476,,,,24.654475374962203,25.24983829096891,25.668604790931568,left,0.40752104111015797,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.0001,-1,0.1,22,6,1,left,0.31229720707051456,None,1,6,22,9,25.676781540969387,,,,25.670640582917258,26.266613165964372,26.584746665903367,left,0.31229720707051456,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
1,-1,0.1,23,7,1,left,0.25669820804614574,None,1,7,23,15,26.59266141592525,,,,26.58674383291509,27.18318949989043,27.440814874949865,left,0.25669820804614574,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.1,-1,0.1,24,8,1,left,0.27306604105979204,None,1,8,24,12,27.449404082959518,,,,27.441756290965714,28.03787795791868,28.31804141588509,left,0.27306604105979204,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
1e-05,-1,0.1,26,10,1,left,0.9334847909631208,None,1,10,26,8,29.25916358293034,,,,29.254354332922958,29.84875899995677,30.785366124939173,left,0.9334847909631208,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.01,1,0.1,28,12,1,right,0.32556008303072304,None,1,12,28,3,31.76610337488819,,,,31.759894999908283,32.35381516593043,32.685706957941875,right,0.32556008303072304,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.1,1,0.1,29,13,1,right,0.3389163740212098,None,1,13,29,4,32.694539540912956,,,,32.68806587497238,33.28328175,33.63579387497157,right,0.3389163740212098,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.01,-1,0.1,30,14,1,left,0.671078916,None,1,14,30,11,33.64345166599378,,,,33.63781054096762,34.23309191595763,34.90655762492679,left,0.671078916,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.1,1,0.1,31,15,1,right,0.26839820796158165,None,1,15,31,6,34.91726217,,,,34.90840108296834,35.50476774992421,35.785373457940295,right,0.26839820796158165,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.01,-1,0.1,32,0,2,left,1.1560699989786372,None,2,0,32,11,35.79228562489152,,,,35.787400124943815,36.383034124970436,37.55160945793614,left,1.1560699989786372,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.1,-1,0.1,33,1,2,left,0.4703175410395488,None,2,1,33,12,37.56037916592322,,,,37.553611290990375,38.14976024988573,38.622343832976185,left,0.4703175410395488,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
1e-05,-1,0.1,34,2,2,left,0.4223307080101222,None,2,2,34,8,38.63263395789545,,,,38.62450116593391,39.22101508290507,39.652271332917735,left,0.4223307080101222,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.0001,-1,0.1,35,3,2,right,0.44144099892582744,None,2,3,35,9,39.66085916594602,,,,39.654247624916025,40.249675207887776,40.702431957935914,right,0.44144099892582744,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.01,1,0.1,36,4,2,left,0.5132636660709977,None,2,4,36,3,40.716279207961634,,,,40.704613249981776,41.299803374917246,41.81900745793246,left,0.5132636660709977,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
1e-05,1,0.1,37,5,2,left,0.4385780820157379,None,2,5,37,0,41.82727383298334,,,,41.82101666589733,42.41660516592674,42.86825029097963,left,0.4385780820157379,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
1,1,0.1,38,6,2,right,0.9584705829620361,None,2,6,38,7,42.87696520797908,,,,42.870486624888144,43.46656670793891,44.43466904,right,0.9584705829620361,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
1,-1,0.1,39,7,2,left,0.39277824899181724,None,2,7,39,15,44.44292791595217,,,,44.43634204089176,45.03316254,45.43570595793426,left,0.39277824899181724,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.001,-1,0.1,40,8,2,right,0.3868942499393597,None,2,8,40,10,45.443845707923174,,,,45.43809812492691,46.033003540942445,46.42245345795527,right,0.3868942499393597,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.1,1,0.1,41,9,2,right,0.24735945800784975,None,2,9,41,6,46.43278066592757,,,,46.424507165909745,47.020674874889664,47.27214949997142,right,0.24735945800784975,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.1,1,0.1,42,10,2,right,0.42319045797921717,None,2,10,42,4,47.28279108298011,,,,47.27293074992485,47.870835374924354,48.30274612491485,right,0.42319045797921717,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.0001,1,0.1,44,12,2,right,1.1605561659671366,None,2,12,44,1,49.226227290928364,,,,49.220465165912174,49.81635166599881,50.98481937497854,right,1.1605561659671366,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.1,-1,0.1,45,13,2,left,0.32136074895970523,None,2,13,45,14,50.99256616597995,,,,50.98695070797112,51.58341408299748,51.91972212,left,0.32136074895970523,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.001,1,0.1,47,15,2,left,0.4611832069931552,None,2,15,47,2,52.86006187496241,,,,52.85413254098967,53.44969295791816,53.918403499992564,left,0.4611832069931552,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.0001,1,0.1,48,0,3,left,1.4844029990490526,None,3,0,48,1,53.92649141594302,,,,53.92040583293419,54.516268290928565,56.004936040961184,left,1.4844029990490526,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
1,-1,0.1,49,1,3,left,0.2752142909448594,None,3,1,49,15,56.01604633289389,,,,56.00549124996178,56.604567165952176,56.88581120793242,left,0.2752142909448594,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.1,-1,0.1,50,2,3,left,0.27853075007442385,None,3,2,50,14,56.89392466598656,,,,56.88837529090233,57.483130707987584,57.76866566599347,left,0.27853075007442385,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.001,-1,0.1,51,3,3,left,0.4151673330925405,None,3,3,51,10,57.775748124928214,,,,57.770765624940395,58.36546058289241,58.78499137493782,left,0.4151673330925405,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.1,1,0.1,52,4,3,right,0.2526146660093218,None,3,4,52,4,58.79301420797128,,,,58.78687633294612,59.383000915986486,59.63877345796209,right,0.2526146660093218,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
1e-05,1,0.1,54,6,3,right,0.3232287490973249,None,3,6,54,0,60.67613879090641,,,,60.67057679092977,61.26602846,61.60172399994917,right,0.3232287490973249,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
1e-05,-1,0.1,55,7,3,right,0.8779445409309119,None,3,7,55,8,61.61062237492297,,,,61.603914915933274,62.19966683292296,63.08447449991945,right,0.8779445409309119,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.0001,-1,0.1,56,8,3,left,0.43831279093865305,None,3,8,56,9,63.09270374989137,,,,63.08626283297781,63.683164582937025,64.13496908,left,0.43831279093865305,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.1,-1,0.1,58,10,3,left,0.21000399894546717,None,3,10,58,12,64.91053537488915,,,,64.90479983296245,65.49963649990968,65.71824099996593,left,0.21000399894546717,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.01,1,0.1,59,11,3,right,0.3897420410066843,None,3,11,59,3,65.72713158291299,,,,65.72042779088952,66.33369374996983,66.73562758299522,right,0.3897420410066843,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
1,1,0.1,60,12,3,right,0.15716179099399596,None,3,12,60,7,66.74417142,,,,66.73766787489876,67.33326274994761,67.50200979,right,0.15716179099399596,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.1,1,0.1,61,13,3,right,0.3025653330842033,None,3,13,61,6,67.51008999999613,,,,67.50399816595018,68.09978266595863,68.40576754091308,right,0.3025653330842033,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.001,1,0.1,62,14,3,right,0.7153622909681872,None,3,14,62,2,68.41602099989541,,,,68.40786749997642,69.00403254094999,69.72247604094446,right,0.7153622909681872,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.01,-1,0.1,63,15,3,right,0.5949993329122663,None,3,15,63,11,69.73281545797363,,,,69.72451241593808,70.32046733,70.91894399991725,right,0.5949993329122663,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
1,1,0.1,65,1,4,right,0.39922254101838917,None,4,1,65,7,71.69396108295768,,,,71.68803170789033,72.28309625,72.68467195797712,right,0.39922254101838917,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.1,-1,0.1,66,2,4,left,0.3316811660770327,None,4,2,66,12,72.69071599992458,,,,72.68640112492722,73.28271371,73.61912529089022,left,0.3316811660770327,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.0001,1,0.1,67,3,4,left,0.8639809159794822,None,4,3,67,1,73.62678358296398,,,,73.62131121,74.21643412,75.08557416591793,left,0.8639809159794822,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
1e-05,-1,0.1,68,4,4,right,0.7322277500061318,None,4,4,68,8,75.09427695791237,,,,75.08763729094062,75.68306179,76.41817729,right,0.7322277500061318,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.0001,-1,0.1,69,5,4,left,0.4656444990541786,None,4,5,69,9,76.42621012497693,,,,76.42031737498473,77.01653554092627,77.48510899988469,left,0.4656444990541786,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.001,-1,0.1,71,7,4,left,1.4118285829899833,None,4,7,71,10,78.38321358291432,,,,78.37363154091872,78.96638499991968,80.38491916598286,left,1.4118285829899833,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
1,-1,0.1,72,8,4,left,0.2670972499763593,None,4,8,72,15,80.39318149990868,,,,80.38692058296874,80.98303312493954,81.25356383,left,0.2670972499763593,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.01,1,0.1,73,9,4,right,0.2841959990328178,None,4,9,73,3,81.26221992,,,,81.25640408298932,81.84973883291241,82.13900054094847,right,0.2841959990328178,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.1,-1,0.1,74,10,4,left,0.23918062401935458,None,4,10,74,14,82.14939349994529,,,,82.14114974997938,82.73291229095776,82.98580412496813,left,0.23918062401935458,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
1e-05,1,0.1,75,11,4,left,0.3360005411086604,None,4,11,75,0,82.99367829,,,,82.98807666590437,83.58305537491105,83.92228599998634,left,0.3360005411086604,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.001,1,0.1,76,12,4,left,0.6485232489649206,None,4,12,76,2,83.93385854095686,,,,83.92369095794857,84.52050337498076,85.17224304098636,left,0.6485232489649206,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.1,1,0.1,77,13,4,right,0.21503529092296958,None,4,13,77,4,85.18272995797452,,,,85.17443912499584,85.77102933288552,85.98890608293004,right,0.21503529092296958,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.01,-1,0.1,78,14,4,left,1.5181843739701435,None,4,14,78,11,85.99972916592378,,,,85.99090354098007,86.58781479089521,88.11912454094272,left,1.5181843739701435,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
