thisRow.t,notes,begin_experiment.started,text.started,begin_experiment.stopped,staircase.label,staircase.nReps,staircase.startVal,staircase.maxVal,staircase.minVal,staircase.stepSizes,staircase.stepType,staircase.nUp,staircase.nDown,staircase.nReversals,staircase.base_direction,staircase.thisIndex,staircase.thisRepN,staircase.thisN,staircase.direction,staircase.stepSize,staircase.intensity,trial.started,dots.started,dots.stopped,dots_test.started,dots_test.stopped,key_resp.started,text_2.started,trial.stopped,staircase.response,response,participant,session,date,expName,psychopyVersion,frameRate,expStart,
226.68700408301083,,,,,cw,40,14,20,0,2,lin,1,2,None,45,0,25,124,down,2,6,226.68199479102623,226.68700408301083,227.19672841602005,227.496404250036,227.99473770800978,227.97802141599823,227.97802141599823,228.49750866601244,1,ccw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
228.51210366602754,,,,,ccw,40,-14,0,-20,2,lin,2,1,None,45,1,25,125,down,2,-8,228.4980925830314,228.51210366602754,228.99935954099055,229.31269170803716,229.81297879101476,229.81297879101476,229.81297879101476,230.16299099999014,0,cw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
230.16855991602642,,,,,ccw,40,-14,0,-20,2,lin,2,1,None,135,5,25,126,up,2,-2,230.16341712500434,230.16855991602642,230.66393233300187,230.96345962502528,231.4627960830112,231.4627960830112,231.4627960830112,231.96591016603634,0,cw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
231.97856537502958,,,,,cw,40,14,20,0,2,lin,1,2,None,135,4,25,127,down,2,8,231.96653475001222,231.97856537502958,232.47940579103306,232.7790790410363,233.27950291603338,233.27950291603338,233.27950291603338,233.51301441603573,1,ccw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
233.51823491603136,,,,,cw,40,14,20,0,2,lin,1,2,None,135,4,26,128,down,2,8,233.5134162500035,233.51823491603136,234.01175620802678,234.3117222909932,234.81274029100314,234.81274029100314,234.81274029100314,235.12962295801844,1,ccw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
235.13501054100925,,,,,cw,40,14,20,0,2,lin,1,2,None,45,0,26,129,down,2,4,235.13004091603216,235.13501054100925,235.64614975004224,235.929166832997,236.41422508301912,236.4284101660014,236.4284101660014,236.8628626660211,1,ccw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
236.86854175000917,,,,,ccw,40,-14,0,-20,2,lin,2,1,None,45,1,26,130,up,2,-6,236.8636150410166,236.86854175000917,237.36177379102446,237.66243162500905,238.16295720799826,238.16295720799826,238.16295720799826,238.51435791602125,0,cw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
238.51964895799756,,,,,ccw,40,-14,0,-20,2,lin,2,1,None,135,5,26,131,up,2,-2,238.5151619160315,238.51964895799756,239.0150189580163,239.31268079101574,239.81236333301058,239.82919916603714,239.82919916603714,240.5334331250051,1,ccw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
240.54460449999897,,,,,cw,40,14,20,0,2,lin,1,2,None,135,4,27,132,down,2,6,240.53424733300926,240.54460449999897,241.03104816604173,241.3461217500153,241.83551045804052,241.82848870800808,241.82848870800808,242.14697925001383,1,ccw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
242.15259050001623,,,,,cw,40,14,20,0,2,lin,1,2,None,45,0,27,133,down,2,4,242.14746404101606,242.15259050001623,242.66278187499847,242.94515691604465,243.44644875003723,243.44644875003723,243.44644875003723,243.71554458304308,0,cw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
243.72858637501486,,,,,ccw,40,-14,0,-20,2,lin,2,1,None,135,5,27,134,down,2,-4,243.7158996250364,243.72858637501486,244.22985337499995,244.52916491602082,245.0292864580406,245.0292864580406,245.0292864580406,245.38111779099563,0,cw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
245.39541954098968,,,,,ccw,40,-14,0,-20,2,lin,2,1,None,45,1,27,135,up,2,-6,245.3818236660445,245.39541954098968,245.8961615000153,246.1958827500348,246.6966859580134,246.6966859580134,246.6966859580134,247.08415958302794,1,ccw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
247.0950647080317,,,,,ccw,40,-14,0,-20,2,lin,2,1,None,45,1,28,136,down,2,-8,247.0846649580053,247.0950647080317,247.5960083330283,247.89613816601923,248.39606883301167,248.39606883301167,248.39606883301167,248.7991326249903,0,cw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
248.81192712503253,,,,,cw,40,14,20,0,2,lin,1,2,None,45,0,28,137,up,2,6,248.79963887500344,248.81192712503253,249.3125362910214,249.61231916601537,250.11420483299298,250.11420483299298,250.11420483299298,250.4808888330008,1,ccw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
250.49542329099495,,,,,cw,40,14,20,0,2,lin,1,2,None,135,4,28,138,down,2,6,250.48153387499042,250.49542329099495,250.99666733300546,251.29574870801298,251.79612395801814,251.79612395801814,251.79612395801814,252.2306552079972,1,ccw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
252.24532729102066,,,,,ccw,40,-14,0,-20,2,lin,2,1,None,135,5,28,139,down,2,-4,252.2311348330113,252.24532729102066,252.74661583302077,253.02912575000664,253.5298705410096,253.5298705410096,253.5298705410096,253.89915087498957,0,cw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
253.911695583025,,,,,cw,40,14,20,0,2,lin,1,2,None,45,0,29,140,up,2,6,253.899630791042,253.911695583025,254.3972370410338,254.70149895799113,255.2126538750017,255.2126538750017,255.2126538750017,255.56430587504292,1,ccw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
255.57854954100912,,,,,ccw,40,-14,0,-20,2,lin,2,1,None,135,5,29,141,up,2,-2,255.56485554104438,255.57854954100912,256.0797731660423,256.3795481660054,256.87996541603934,256.87996541603934,256.87996541603934,257.23060887499014,0,cw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
257.24470979103353,,,,,ccw,40,-14,0,-20,2,lin,2,1,None,45,1,29,142,down,2,-8,257.2312360830256,257.24470979103353,257.7460362500278,258.0291167910327,258.53014849999454,258.5459071660298,258.5459071660298,258.86456029099645,0,cw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
258.8785960410023,,,,,cw,40,14,20,0,2,lin,1,2,None,135,4,29,143,down,2,4,258.8649952500127,258.8785960410023,259.37998266599607,259.6796048330143,260.18005529104266,260.18005529104266,260.18005529104266,260.58051599998726,1,ccw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
260.5954402910429,,,,,cw,40,14,20,0,2,lin,1,2,None,45,0,30,144,down,2,4,260.5810915000038,260.5954402910429,261.08069958299166,261.37947958300356,261.88036154099973,261.89576162502635,261.89576162502635,262.6809066660353,0,cw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
262.6953514160123,,,,,ccw,40,-14,0,-20,2,lin,2,1,None,45,1,30,145,up,2,-6,262.6814454580308,262.6953514160123,263.1823502500192,263.4954307079897,263.9958522079978,263.9958522079978,263.9958522079978,264.2462478330126,0,cw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
264.25185870804125,,,,,cw,40,14,20,0,2,lin,1,2,None,135,4,30,146,down,2,4,264.24668741598725,264.25185870804125,264.762676916027,265.04578808299266,265.54657966602826,265.54657966602826,265.54657966602826,266.94734966603573,0,cw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
266.9618277500267,,,,,ccw,40,-14,0,-20,2,lin,2,1,None,135,5,30,147,up,2,-2,266.9479693750036,266.9618277500267,267.4628743749927,267.7445970000117,268.23098350001965,268.24450791603886,268.24450791603886,268.6337760000024,1,ccw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
268.6452940829913,,,,,cw,40,14,20,0,2,lin,1,2,None,135,4,31,148,up,2,6,268.63425941602327,268.6452940829913,269.1464882080327,269.4457686250098,269.94595258298796,269.94595258298796,269.94595258298796,270.4796319580055,0,cw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
270.4850753330393,,,,,cw,40,14,20,0,2,lin,1,2,None,45,0,31,149,up,2,6,270.4800491250353,270.4850753330393,270.9807527080411,271.2796639580047,271.7793597080163,271.7793597080163,271.7793597080163,272.1811386659974,1,ccw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
272.195562125009,,,,,ccw,40,-14,0,-20,2,lin,2,1,None,135,5,31,150,down,2,-4,272.1817640000372,272.195562125009,272.68042712501483,272.99611108301906,273.4961624999996,273.4961624999996,273.4961624999996,273.9624695000239,0,cw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
273.9660777079989,,,,,ccw,40,-14,0,-20,2,lin,2,1,None,45,1,31,151,up,2,-6,273.9629975830321,273.9660777079989,274.48004979098914,274.7527695830213,275.263078708027,275.263078708027,275.263078708027,275.6493110000156,0,cw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
275.6619468330173,,,,,ccw,40,-14,0,-20,2,lin,2,1,None,135,5,32,152,down,2,-4,275.6498931660317,275.6619468330173,276.1498148330138,276.4628766250098,276.96326854103245,276.96326854103245,276.96326854103245,277.4503791250172,0,cw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
277.46192508301465,,,,,cw,40,14,20,0,2,lin,1,2,None,135,4,32,153,up,2,8,277.4510202500387,277.46192508301465,277.96326566603966,278.2449351249961,278.74669679102954,278.76270104100695,278.76270104100695,279.21258508303436,1,ccw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
279.2164225000306,,,,,cw,40,14,20,0,2,lin,1,2,None,45,0,32,154,up,2,6,279.21308983303607,279.2164225000306,279.72931554104434,280.01296387502225,280.5117737080436,280.5117737080436,280.5117737080436,281.0295566249988,0,cw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
281.03597654099576,,,,,ccw,40,-14,0,-20,2,lin,2,1,None,45,1,32,155,up,2,-4,281.03004987502936,281.03597654099576,281.54586133302655,281.82940816599876,282.3298968329909,282.3298968329909,282.3298968329909,284.2327838750207,0,cw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
284.2448375830427,,,,,cw,40,14,20,0,2,lin,1,2,None,135,4,33,156,up,2,8,284.2334230830311,284.2448375830427,284.7465965000447,285.04660358303227,285.5450670000282,285.5283109160373,285.5283109160373,287.4630324160098,1,ccw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
287.4688905410003,,,,,ccw,40,-14,0,-20,2,lin,2,1,None,45,1,33,157,up,2,-4,287.46353333303705,287.4688905410003,287.97971912502544,288.26093749998836,288.75027316599153,288.75027316599153,288.75027316599153,289.113350041036,0,cw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
289.11779487499734,,,,,ccw,40,-14,0,-20,2,lin,2,1,None,135,5,33,158,up,2,-2,289.1136795830098,289.11779487499734,289.61580283299554,289.91299537499435,290.4125790410326,290.4125790410326,290.4125790410326,290.89630220801337,0,cw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
290.9016005000449,,,,,cw,40,14,20,0,2,lin,1,2,None,45,0,33,159,up,2,8,290.89670920802746,290.9016005000449,291.4134377500159,291.6950430829893,292.1960907499888,292.1960907499888,292.1960907499888,292.46496554103214,1,ccw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
292.47874812502414,,,,,ccw,40,-14,0,-20,2,lin,2,1,None,45,1,34,160,up,2,-2,292.46569762501167,292.47874812502414,292.9793316660216,293.27977320802165,293.78001366602257,293.78001366602257,293.78001366602257,294.11599370802287,1,ccw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
294.1285089160083,,,,,cw,40,14,20,0,2,lin,1,2,None,135,4,34,161,down,2,6,294.1163548330078,294.1285089160083,294.61548704101006,294.9184748750413,295.4298832080094,295.4298832080094,295.4298832080094,295.76408216601703,1,ccw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
295.7787284160149,,,,,ccw,40,-14,0,-20,2,lin,2,1,None,135,5,34,162,up,2,-2,295.7646020409884,295.7787284160149,296.26596537500154,296.57909487502184,297.0795332080452,297.0632523749955,297.0632523749955,297.516121749999,0,cw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
297.52865049999673,,,,,cw,40,14,20,0,2,lin,1,2,None,45,0,34,163,up,2,8,297.516735540994,297.52865049999673,298.0290374160395,298.3297684999998,298.8291278750403,298.8291278750403,298.8291278750403,299.2473670410109,1,ccw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
299.2619583749911,,,,,cw,40,14,20,0,2,lin,1,2,None,135,4,35,164,down,2,6,299.2478465830209,299.2619583749911,299.76260087499395,300.0502738330397,300.54683729104,300.54683729104,300.54683729104,300.8975489580189,0,cw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
300.912068790989,,,,,ccw,40,-14,0,-20,2,lin,2,1,None,135,5,35,165,up,2,0,300.8980653330218,300.912068790989,301.41279170801863,301.71252825000556,302.2124395830324,302.2124395830324,302.2124395830324,302.49848916602787,0,ccw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
302.51191062503494,,,,,cw,40,14,20,0,2,lin,1,2,None,45,0,35,166,down,2,6,302.4990154580446,302.51191062503494,302.9990839160164,303.31281212501926,303.81278575002216,303.81278575002216,303.81278575002216,304.19623504101764,1,ccw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
304.20153629098786,,,,,ccw,40,-14,0,-20,2,lin,2,1,None,45,1,35,167,down,2,-4,304.19662075000815,304.20153629098786,304.71340925002005,304.98360095801763,305.49662404099945,305.49662404099945,305.49662404099945,305.7128403750248,0,cw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
305.7179528330453,,,,,ccw,40,-14,0,-20,2,lin,2,1,None,135,5,36,168,up,2,0,305.7132422910072,305.7179528330453,306.21480175002944,306.51255179103464,306.99733500002185,307.01178079104284,307.01178079104284,307.4651228750008,1,cw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
307.47844312503,,,,,cw,40,14,20,0,2,lin,1,2,None,45,0,36,169,down,2,6,307.46551937499316,307.47844312503,307.96564541599946,308.28011875000084,308.7790245410288,308.7790245410288,308.7790245410288,309.0795791250421,1,ccw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
309.0860052080243,,,,,ccw,40,-14,0,-20,2,lin,2,1,None,45,1,36,170,down,2,-4,309.08013850002317,309.0860052080243,309.5838625000324,309.8792235410074,310.3789715830353,310.3789715830353,310.3789715830353,310.61828154104296,0,cw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
310.62855933303945,,,,,cw,40,14,20,0,2,lin,1,2,None,135,4,36,171,up,2,8,310.61896129103843,310.62855933303945,311.12932045804337,311.4185637910268,311.9302534580347,311.9302534580347,311.9302534580347,312.9290512500447,0,cw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
312.9322421660181,,,,,cw,40,14,20,0,2,lin,1,2,None,135,4,37,172,up,2,10,312.92954662500415,312.9322421660181,313.43313175003277,313.7299485830008,314.2143936660141,314.2143936660141,314.2143936660141,314.4628691250109,1,ccw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
314.4681707500131,,,,,ccw,40,-14,0,-20,2,lin,2,1,None,45,1,37,173,up,2,-2,314.4632916250266,314.4681707500131,314.97942320798757,315.2627490829909,315.76153970800806,315.76153970800806,315.76153970800806,315.9638454160304,0,cw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
315.9786075000302,,,,,cw,40,14,20,0,2,lin,1,2,None,45,0,37,174,down,2,4,315.9642139580101,315.9786075000302,316.47936370800016,316.77818137500435,317.2800507910433,317.26354575000005,317.26354575000005,317.6292428750312,1,ccw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
317.63274883304257,,,,,ccw,40,-14,0,-20,2,lin,2,1,None,135,5,37,175,down,2,-2,317.629734874994,317.63274883304257,318.13154125004075,318.4182874580147,318.9293078749906,318.9293078749906,318.9293078749906,319.37961520801764,0,cw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
319.3849074160098,,,,,cw,40,14,20,0,2,lin,1,2,None,135,4,38,176,up,2,10,319.380079124996,319.3849074160098,319.88355079101166,320.1792892499943,320.67905741604045,320.67905741604045,320.67905741604045,321.01533133303747,1,ccw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
321.02832670800854,,,,,ccw,40,-14,0,-20,2,lin,2,1,None,135,5,38,177,down,2,-2,321.0159033749951,321.02832670800854,321.51570737501606,321.81272645801073,322.3134064160404,322.32947391603375,322.32947391603375,322.5667588330107,1,ccw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
322.57795954099856,,,,,cw,40,14,20,0,2,lin,1,2,None,45,0,38,178,down,2,4,322.5672563750413,322.57795954099856,323.06418629101245,323.3794429160189,323.87992479099194,323.87992479099194,323.87992479099194,324.69942758302204,1,ccw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
324.70356450002873,,,,,ccw,40,-14,0,-20,2,lin,2,1,None,45,1,38,179,up,2,-2,324.7000494580134,324.70356450002873,325.2127017499879,325.5023734580027,326.0129219160299,326.0129219160299,326.0129219160299,326.281928832992,0,cw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
326.2953252909938,,,,,ccw,40,-14,0,-20,2,lin,2,1,None,135,5,39,180,down,2,-4,326.28351158299483,326.2953252909938,326.79525016603293,327.0807052910095,327.5782747080084,327.58043058303883,327.58043058303883,328.03082833299413,0,cw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
328.0452039579977,,,,,cw,40,14,20,0,2,lin,1,2,None,45,0,39,181,down,2,2,328.03144575003535,328.0452039579977,328.53232954099076,328.8457624579896,329.34572316601407,329.34572316601407,329.34572316601407,329.7650413750089,0,cw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
329.7782997910399,,,,,ccw,40,-14,0,-20,2,lin,2,1,None,45,1,39,182,up,2,0,329.76548729103524,329.7782997910399,330.28007991600316,330.5795727079967,331.07832804101054,331.06169458304066,331.06169458304066,331.47913125000196,1,cw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
331.48406079103006,,,,,cw,40,14,20,0,2,lin,1,2,None,135,4,39,183,down,2,8,331.4798002910102,331.48406079103006,331.98398095800076,332.2792655410012,332.7796507910243,332.7796507910243,332.7796507910243,333.7628954999964,0,cw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
333.76804674998857,,,,,cw,40,14,20,0,2,lin,1,2,None,45,0,40,184,up,2,4,333.7633149159956,333.76804674998857,334.2639785830397,334.5627535000094,335.0627463750425,335.0627463750425,335.0627463750425,335.79908179101767,1,ccw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
335.8118869159953,,,,,ccw,40,-14,0,-20,2,lin,2,1,None,135,5,40,185,down,2,-4,335.7996095410199,335.8118869159953,336.31231875001686,336.6125630000024,337.0973555830424,337.0973555830424,337.0973555830424,337.4514020830393,0,cw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
337.4616894160281,,,,,ccw,40,-14,0,-20,2,lin,2,1,None,45,1,40,186,down,2,-2,337.45204800000647,337.4616894160281,337.96280974999536,338.2476848330116,338.7450801660307,338.7473410000093,338.7473410000093,339.7291630409891,1,ccw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
339.7327290830435,,,,,cw,40,14,20,0,2,lin,1,2,None,135,4,40,187,up,2,10,339.7296261250158,339.7327290830435,340.24689145799493,340.52973579103127,341.02932533301646,341.02932533301646,341.02932533301646,341.6662037910428,1,ccw,demo,001,2025-02-28_07h12.54.786,2d-motion-direction-discrimination,2024.2.4,None,2025-02-28 07h13.08.126198 -0500,
