coherence,direction,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,begin_experiment.started,instructions.started,key_resp_2.started,begin_experiment.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,adaptation.started,polygon_adaptation.started,fixation_adaptation.started,adaptation.stopped,top_up_adaptation.started,polygon_top.started,polygon_top.stopped,fixation_top.started,fixation_top.stopped,top_up_adaptation.stopped,trial.started,polygon.started,fixation.started,dots.started,dots.stopped,key_resp.started,fixation_respond.started,polygon.stopped,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,0.011260916944593191,0.02168433298356831,0.02168433298356831,7.160974457976408,space,7.113123542047106,None,,,,,,,,,,,,,,,,,,,,,,,,demo,001,2025-03-05_19h44.16.495,motion-adaptation,2024.2.4,None,2025-03-05 19h44.23.824331 -0500,
,,,,,,,,,,,,,,,,,,,,,7.161056666984223,7.235071791918017,7.235071791918017,37.17197287501767,,,,,,,,,,,,,,,,,,,,demo,001,2025-03-05_19h44.16.495,motion-adaptation,2024.2.4,None,2025-03-05 19h44.23.824331 -0500,
0.3,0,0,0,0,left,0.7018867919687182,None,0,0,0,3,37.19508820795454,,,,,,,,,,,,,37.189682582975365,37.19508820795454,37.19508820795454,37.19508820795454,37.19508820795454,37.19026883295737,37.19061733293347,37.19508820795454,37.19508820795454,37.288540457957424,37.57365337491501,37.788503624964505,37.788503624964505,37.79174137499649,37.79174137499649,38.508075707941316,left,0.7018867919687182,None,demo,001,2025-03-05_19h44.16.495,motion-adaptation,2024.2.4,None,2025-03-05 19h44.23.824331 -0500,
0,0,1,1,0,left,0.5819893750594929,None,0,1,1,6,38.52219437493477,,,,,,,,,,,,,38.508312916965224,38.52219437493477,38.52219437493477,38.52219437493477,38.52219437493477,38.508922624983825,38.50932462501805,38.52219437493477,38.52219437493477,38.60523020802066,38.8909715419868,39.10519520798698,39.10519520798698,39.109060832997784,39.109060832997784,39.69246333301999,left,0.5819893750594929,None,demo,001,2025-03-05_19h44.16.495,motion-adaptation,2024.2.4,None,2025-03-05 19h44.23.824331 -0500,
0.5,0,2,2,0,left,0.49232266598846763,None,0,2,2,1,39.70824399997946,,,,,,,,,,,,,39.692828250001185,39.70824399997946,39.70824399997946,39.70824399997946,39.70824399997946,39.69352416694164,39.69388299994171,39.70824399997946,39.70824399997946,39.79217254195828,40.09072741691489,40.306878082919866,40.306878082919866,40.322858374915086,40.322858374915086,40.80952912499197,left,0.49232266598846763,None,demo,001,2025-03-05_19h44.16.495,motion-adaptation,2024.2.4,None,2025-03-05 19h44.23.824331 -0500,
0.1,0,3,3,0,left,0.4073876249603927,None,0,3,3,5,40.82095145795029,,,,,,,,,,,,,40.8097860829439,40.82095145795029,45.80874899995979,40.82095145795029,45.80874899995979,45.805757499998435,45.80613033298869,45.80874899995979,45.80874899995979,45.89195020799525,46.18855016701855,46.40682558296248,46.40682558296248,46.42246666701976,46.42246666701976,46.8236357079586,left,0.4073876249603927,None,demo,001,2025-03-05_19h44.16.495,motion-adaptation,2024.2.4,None,2025-03-05 19h44.23.824331 -0500,
0.2,0,4,4,0,left,0.3198612079722807,None,0,4,4,4,46.830008874996565,,,,,,,,,,,,,46.823940166970715,46.830008874996565,46.830008874996565,46.830008874996565,46.830008874996565,46.8245065419469,46.824774125008844,46.830008874996565,46.830008874996565,46.92211004195269,47.20814762497321,47.439345499966294,47.439345499966294,47.439345499966294,47.439345499966294,47.76096891693305,left,0.3198612079722807,None,demo,001,2025-03-05_19h44.16.495,motion-adaptation,2024.2.4,None,2025-03-05 19h44.23.824331 -0500,
0.4,0,5,5,0,right,0.23459574999287724,None,0,5,5,2,47.7718425829662,,,,,,,,,,,,,47.761180875007994,47.7718425829662,47.7718425829662,47.7718425829662,47.7718425829662,47.76169208297506,47.76199616701342,47.7718425829662,47.7718425829662,47.85947991698049,48.15743050002493,48.37258479197044,48.37258479197044,48.37258479197044,48.37258479197044,48.61341791693121,right,0.23459574999287724,None,demo,001,2025-03-05_19h44.16.495,motion-adaptation,2024.2.4,None,2025-03-05 19h44.23.824331 -0500,
1,0,6,6,0,right,0.35055479197762907,None,0,6,6,0,48.62191783299204,,,,,,,,,,,,,48.613669499987736,48.62191783299204,48.62191783299204,48.62191783299204,48.62191783299204,48.614342457964085,48.614630082971416,48.62191783299204,48.62191783299204,48.70904679200612,49.00524020800367,49.207483332953416,49.207483332953416,49.207483332953416,49.207483332953416,49.57580266695004,right,0.35055479197762907,None,demo,001,2025-03-05_19h44.16.495,motion-adaptation,2024.2.4,None,2025-03-05 19h44.23.824331 -0500,
1,180,7,7,0,left,0.02637087507173419,None,0,7,7,7,49.588847292005084,,,,,,,,,,,,,49.57605924992822,49.588847292005084,54.58990149991587,49.588847292005084,54.58990149991587,54.574101249920204,54.575065374956466,54.58990149991587,54.58990149991587,54.67196391697507,54.97263104200829,55.171942916931584,55.171942916931584,55.18816812499426,55.18816812499426,55.206744791939855,left,0.02637087507173419,None,demo,001,2025-03-05_19h44.16.495,motion-adaptation,2024.2.4,None,2025-03-05 19h44.23.824331 -0500,
0.4,180,8,8,0,left,0.3313628330361098,None,0,8,8,9,55.21316129202023,,,,,,,,,,,,,55.207088249968365,55.21316129202023,55.21316129202023,55.21316129202023,55.21316129202023,55.20765054190997,55.20794266695157,55.21316129202023,55.21316129202023,55.30508716695476,55.59102295793127,55.80521316698287,55.80521316698287,55.8079951669788,55.8079951669788,56.142274666926824,left,0.3313628330361098,None,demo,001,2025-03-05_19h44.16.495,motion-adaptation,2024.2.4,None,2025-03-05 19h44.23.824331 -0500,
0.1,180,9,9,0,left,0.2753957499517128,None,0,9,9,12,56.155407042009756,,,,,,,,,,,,,56.14260337501764,56.155407042009756,56.155407042009756,56.155407042009756,56.155407042009756,56.14331079192925,56.14373029198032,56.155407042009756,56.155407042009756,56.241456166957505,56.53861354198307,56.741066041984595,56.741066041984595,56.741066041984595,56.741066041984595,57.02329112496227,left,0.2753957499517128,None,demo,001,2025-03-05_19h44.16.495,motion-adaptation,2024.2.4,None,2025-03-05 19h44.23.824331 -0500,
0.2,180,10,10,0,left,0.21004083298612386,None,0,10,10,11,57.029278124915436,,,,,,,,,,,,,57.02354570792522,57.029278124915436,57.029278124915436,57.029278124915436,57.029278124915436,57.024157624924555,57.02449004200753,57.029278124915436,57.029278124915436,57.12190158292651,57.407578042009845,57.63931054191198,57.63931054191198,57.63931054191198,57.63931054191198,57.85986208298709,left,0.21004083298612386,None,demo,001,2025-03-05_19h44.16.495,motion-adaptation,2024.2.4,None,2025-03-05 19h44.23.824331 -0500,
0.3,180,11,11,0,left,0.19035191601142287,None,0,11,11,10,57.86618799995631,,,,,,,,,,,,,57.860132916946895,57.86618799995631,62.85879849991761,57.86618799995631,62.85879849991761,62.85558370791841,62.85593170800712,62.85879849991761,62.85879849991761,62.956237541977316,63.24243849993218,63.44194304198027,63.44194304198027,63.455195375019684,63.455195375019684,63.64023616700433,left,0.19035191601142287,None,demo,001,2025-03-05_19h44.16.495,motion-adaptation,2024.2.4,None,2025-03-05 19h44.23.824331 -0500,
0,180,12,12,0,left,0.2518789579626173,None,0,12,12,13,63.646898666978814,,,,,,,,,,,,,63.6404997499194,63.646898666978814,63.646898666978814,63.646898666978814,63.646898666978814,63.64136358292308,63.641685666982085,63.646898666978814,63.646898666978814,63.73805583291687,64.02511458296794,64.25594833295327,64.25594833295327,64.25594833295327,64.25594833295327,64.52615054196212,left,0.2518789579626173,None,demo,001,2025-03-05_19h44.16.495,motion-adaptation,2024.2.4,None,2025-03-05 19h44.23.824331 -0500,
0.5,180,13,13,0,left,0.16191162506584078,None,0,13,13,8,64.53879149991553,,,,,,,,,,,,,64.52640429197345,64.53879149991553,64.53879149991553,64.53879149991553,64.53879149991553,64.52700570796151,64.52729408291634,64.53879149991553,64.53879149991553,64.62455616693478,64.92199845798314,65.13934791693464,65.13934791693464,65.13934791693464,65.13934791693464,65.30689204193186,left,0.16191162506584078,None,demo,001,2025-03-05_19h44.16.495,motion-adaptation,2024.2.4,None,2025-03-05 19h44.23.824331 -0500,
1,0,14,0,1,right,0.19123470806516707,None,1,0,14,0,65.31350983295124,,,,,,,,,,,,,65.30717283301055,65.31350983295124,65.31350983295124,65.31350983295124,65.31350983295124,65.30787504196633,65.30817299999762,65.31350983295124,65.31350983295124,65.40529987495393,65.690613499959,65.90481279196683,65.90481279196683,65.90963129198644,65.90963129198644,66.10696270794142,right,0.19123470806516707,None,demo,001,2025-03-05_19h44.16.495,motion-adaptation,2024.2.4,None,2025-03-05 19h44.23.824331 -0500,
0.5,0,15,1,1,right,0.43441145797260106,None,1,1,15,1,66.11328795796726,,,,,,,,,,,,,66.10731558292173,66.11328795796726,71.1082253329223,66.11328795796726,71.1082253329223,71.1056186669739,71.10598137497436,71.1082253329223,71.1082253329223,71.19151766691357,71.48860816692468,71.6908377079526,71.6908377079526,71.705252249958,71.705252249958,72.14256758301053,right,0.43441145797260106,None,demo,001,2025-03-05_19h44.16.495,motion-adaptation,2024.2.4,None,2025-03-05 19h44.23.824331 -0500,
0.3,0,16,2,1,left,0.2789522079983726,None,1,2,16,3,72.15556958294474,,,,,,,,,,,,,72.14283066696953,72.15556958294474,72.15556958294474,72.15556958294474,72.15556958294474,72.14345858292654,72.14380541699938,72.15556958294474,72.15556958294474,72.2425031249877,72.55577154201455,72.74209724995308,72.74209724995308,72.74209724995308,72.74209724995308,73.02343637496233,left,0.2789522079983726,None,demo,001,2025-03-05_19h44.16.495,motion-adaptation,2024.2.4,None,2025-03-05 19h44.23.824331 -0500,
0.5,180,17,3,1,left,0.21768895792774856,None,1,3,17,8,73.0299737919122,,,,,,,,,,,,,73.02369145792909,73.0299737919122,73.0299737919122,73.0299737919122,73.0299737919122,73.02442049991805,73.02484562492464,73.0299737919122,73.0299737919122,73.12196095800027,73.4085235419916,73.62316658301279,73.62316658301279,73.63983124995138,73.63983124995138,73.85599241696764,left,0.21768895792774856,None,demo,001,2025-03-05_19h44.16.495,motion-adaptation,2024.2.4,None,2025-03-05 19h44.23.824331 -0500,
0.1,180,18,4,1,left,0.2879701249767095,None,1,4,18,12,73.86047137493733,,,,,,,,,,,,,73.85623454197776,73.86047137493733,73.86047137493733,73.86047137493733,73.86047137493733,73.8568682919722,73.85716383298859,73.86047137493733,73.86047137493733,73.95528262492735,74.25593849993311,74.45680566690862,74.45680566690862,74.47291862498969,74.47291862498969,74.75853337498847,left,0.2879701249767095,None,demo,001,2025-03-05_19h44.16.495,motion-adaptation,2024.2.4,None,2025-03-05 19h44.23.824331 -0500,
0.4,180,19,5,1,left,0.1723117500077933,None,1,5,19,9,74.77220670797396,,,,,,,,,,,,,74.75883837498259,74.77220670797396,79.75862445798703,74.77220670797396,79.75862445798703,79.7558451249497,79.75620249996427,79.75862445798703,79.75862445798703,79.84266170801129,80.15619737491943,80.34169991698582,80.34169991698582,80.35529945802409,80.35529945802409,80.52436816692352,left,0.1723117500077933,None,demo,001,2025-03-05_19h44.16.495,motion-adaptation,2024.2.4,None,2025-03-05 19h44.23.824331 -0500,
0.4,0,20,6,1,right,0.15528766601346433,None,1,6,20,2,80.53844887495507,,,,,,,,,,,,,80.52464933297597,80.53844887495507,80.53844887495507,80.53844887495507,80.53844887495507,80.52529816702008,80.52565366693307,80.53844887495507,80.53844887495507,80.62534725002479,80.92195366695523,81.12195266701747,81.12195266701747,81.12543041701429,81.12543041701429,81.29174854198936,right,0.15528766601346433,None,demo,001,2025-03-05_19h44.16.495,motion-adaptation,2024.2.4,None,2025-03-05 19h44.23.824331 -0500,
0,0,21,7,1,left,0.2130053750006482,None,1,7,21,6,81.29771216691006,,,,,,,,,,,,,81.29198074992746,81.29771216691006,81.29771216691006,81.29771216691006,81.29771216691006,81.29258949996438,81.2929066249635,81.29771216691006,81.29771216691006,81.38862270792015,81.69014833297115,81.90635145793203,81.90635145793203,81.90635145793203,81.90635145793203,82.12349949998315,left,0.2130053750006482,None,demo,001,2025-03-05_19h44.16.495,motion-adaptation,2024.2.4,None,2025-03-05 19h44.23.824331 -0500,
1,180,22,8,1,left,0.26350224995985627,None,1,8,22,7,82.1295720419148,,,,,,,,,,,,,82.12372674990911,82.1295720419148,82.1295720419148,82.1295720419148,82.1295720419148,82.12441637495067,82.12476812500972,82.1295720419148,82.1295720419148,82.22193929192144,82.50929079193156,82.73962304193992,82.73962304193992,82.73962304193992,82.73962304193992,83.00650395802222,left,0.26350224995985627,None,demo,001,2025-03-05_19h44.16.495,motion-adaptation,2024.2.4,None,2025-03-05 19h44.23.824331 -0500,
0,180,23,9,1,left,0.07535058294888586,None,1,9,23,13,83.01173729193397,,,,,,,,,,,,,83.0066915419884,83.01173729193397,88.02209187496919,83.01173729193397,88.02209187496919,88.00864441692829,88.00953354197554,88.02209187496919,88.02209187496919,88.12222512497101,88.4231229169527,88.60538095794618,88.60538095794618,88.61089266696945,88.61089266696945,88.69007270794827,left,0.07535058294888586,None,demo,001,2025-03-05_19h44.16.495,motion-adaptation,2024.2.4,None,2025-03-05 19h44.23.824331 -0500,
0.2,180,24,10,1,left,0.18688933306839317,None,1,10,24,11,88.69664854195435,,,,,,,,,,,,,88.69031450001057,88.69664854195435,88.69664854195435,88.69664854195435,88.69664854195435,88.69089529197663,88.69131645793095,88.69664854195435,88.69664854195435,88.78870179201476,89.07591899996623,89.2886613329174,89.2886613329174,89.2913999579614,89.2913999579614,89.49051375000272,left,0.18688933306839317,None,demo,001,2025-03-05_19h44.16.495,motion-adaptation,2024.2.4,None,2025-03-05 19h44.23.824331 -0500,
0.3,180,25,11,1,left,0.1757109999889508,None,1,11,25,10,89.49621433299035,,,,,,,,,,,,,89.49075658293441,89.49621433299035,89.49621433299035,89.49621433299035,89.49621433299035,89.49131308298092,89.49160237493925,89.49621433299035,89.49621433299035,89.58862479194067,89.88980112492573,90.08856374991592,90.08856374991592,90.09177887497935,90.09177887497935,90.27320662501734,left,0.1757109999889508,None,demo,001,2025-03-05_19h44.16.495,motion-adaptation,2024.2.4,None,2025-03-05 19h44.23.824331 -0500,
0.1,0,26,12,1,right,0.1580984580796212,None,1,12,26,5,90.27878891699947,,,,,,,,,,,,,90.27342991693877,90.27878891699947,90.27878891699947,90.27878891699947,90.27878891699947,90.27408479200676,90.27435133291874,90.27878891699947,90.27878891699947,90.37209433293901,90.6580273329746,90.87354412500281,90.87354412500281,90.88952816696838,90.88952816696838,91.04291316692252,right,0.1580984580796212,None,demo,001,2025-03-05_19h44.16.495,motion-adaptation,2024.2.4,None,2025-03-05 19h44.23.824331 -0500,
0.2,0,27,13,1,right,0.39098079199902713,None,1,13,27,4,91.04903133295011,,,,,,,,,,,,,91.04318341694307,91.04903133295011,96.05659712501802,91.04903133295011,96.05659712501802,96.04113649995998,96.04193424992263,96.05659712501802,96.05659712501802,96.13872929196805,96.43964933301322,96.63920033292379,96.63920033292379,96.64398325001821,96.64398325001821,97.04180100001395,right,0.39098079199902713,None,demo,001,2025-03-05_19h44.16.495,motion-adaptation,2024.2.4,None,2025-03-05 19h44.23.824331 -0500,
1,180,28,0,2,left,0.1519961250014603,None,2,0,28,7,97.04838870791718,,,,,,,,,,,,,97.04207054199651,97.04838870791718,97.04838870791718,97.04838870791718,97.04838870791718,97.04271537496243,97.04308020800818,97.04838870791718,97.04838870791718,97.13864058291074,97.42414941696916,97.65588262490928,97.65588262490928,97.65588262490928,97.65588262490928,97.82334754196927,left,0.1519961250014603,None,demo,001,2025-03-05_19h44.16.495,motion-adaptation,2024.2.4,None,2025-03-05 19h44.23.824331 -0500,
0.2,0,29,1,2,left,0.13677058392204344,None,2,1,29,4,97.82977529196069,,,,,,,,,,,,,97.82360741693992,97.82977529196069,97.82977529196069,97.82977529196069,97.82977529196069,97.82422304200009,97.82462633296382,97.82977529196069,97.82977529196069,97.92191091692075,98.20763283292763,98.43939291697461,98.43939291697461,98.43939291697461,98.43939291697461,98.5779264169978,left,0.13677058392204344,None,demo,001,2025-03-05_19h44.16.495,motion-adaptation,2024.2.4,None,2025-03-05 19h44.23.824331 -0500,
0,0,30,2,2,left,0.4181057499954477,None,2,2,30,6,98.5886410420062,,,,,,,,,,,,,98.57816462498158,98.5886410420062,98.5886410420062,98.5886410420062,98.5886410420062,98.57867770793382,98.57900399994105,98.5886410420062,98.5886410420062,98.67416620801669,98.99013020796701,99.1746271669399,99.1746271669399,99.1746271669399,99.1746271669399,99.60911333293188,left,0.4181057499954477,None,demo,001,2025-03-05_19h44.16.495,motion-adaptation,2024.2.4,None,2025-03-05 19h44.23.824331 -0500,
0.3,0,31,3,2,right,0.24521145806647837,None,2,3,31,3,99.62223241699394,,,,,,,,,,,,,99.60961924993899,99.62223241699394,104.62228587490972,99.62223241699394,104.62228587490972,104.60759537492413,104.60829720797483,104.62228587490972,104.62228587490972,104.72218966693617,105.0234213329386,105.20530433300883,105.20530433300883,105.20904812496156,105.20904812496156,105.45786237495486,right,0.24521145806647837,None,demo,001,2025-03-05_19h44.16.495,motion-adaptation,2024.2.4,None,2025-03-05 19h44.23.824331 -0500,
0.1,180,32,4,2,left,0.15233512502163649,None,2,4,32,12,105.46425724995788,,,,,,,,,,,,,105.4581826669164,105.46425724995788,105.46425724995788,105.46425724995788,105.46425724995788,105.45881795801688,105.45916445797775,105.46425724995788,105.46425724995788,105.55919054197147,105.85536504199263,106.05627170798834,106.05627170798834,106.07313270797022,106.07313270797022,106.21050016698427,left,0.15233512502163649,None,demo,001,2025-03-05_19h44.16.495,motion-adaptation,2024.2.4,None,2025-03-05 19h44.23.824331 -0500,
0,180,33,5,2,left,0.25809524999931455,None,2,5,33,13,106.22196908295155,,,,,,,,,,,,,106.21074966702145,106.22196908295155,106.22196908295155,106.22196908295155,106.22196908295155,106.211359082954,106.2116439579986,106.22196908295155,106.22196908295155,106.30768458300736,106.62279704201501,106.82354245800525,106.82354245800525,106.82354245800525,106.82354245800525,107.0909352080198,left,0.25809524999931455,None,demo,001,2025-03-05_19h44.16.495,motion-adaptation,2024.2.4,None,2025-03-05 19h44.23.824331 -0500,
0.1,0,34,6,2,right,0.09056858392432332,None,2,6,34,5,107.09773108293302,,,,,,,,,,,,,107.09125424991362,107.09773108293302,107.09773108293302,107.09773108293302,107.09773108293302,107.09208741690964,107.09265029197559,107.09773108293302,107.09773108293302,107.18817391700577,107.47495508298744,107.70638666697778,107.70638666697778,107.70638666697778,107.70638666697778,107.80976420792285,right,0.09056858392432332,None,demo,001,2025-03-05_19h44.16.495,motion-adaptation,2024.2.4,None,2025-03-05 19h44.23.824331 -0500,
0.5,0,35,7,2,right,0.1751602500444278,None,2,7,35,1,107.82219041697681,,,,,,,,,,,,,107.81004729191773,107.82219041697681,112.82319604197983,107.82219041697681,112.82319604197983,112.8074324169429,112.80777504201978,112.82319604197983,112.82319604197983,112.90513941692188,113.20662924996577,113.4228051250102,113.4228051250102,113.4228051250102,113.4228051250102,113.6084344999399,right,0.1751602500444278,None,demo,001,2025-03-05_19h44.16.495,motion-adaptation,2024.2.4,None,2025-03-05 19h44.23.824331 -0500,
0.5,180,36,8,2,left,0.16666149999946356,None,2,8,36,8,113.62211991695222,,,,,,,,,,,,,113.6087389580207,113.62211991695222,113.62211991695222,113.62211991695222,113.62211991695222,113.60935862502083,113.60967795795295,113.62211991695222,113.62211991695222,113.70935516699683,114.00531408295501,114.20733387500513,114.20733387500513,114.20733387500513,114.20733387500513,114.39057991700247,left,0.16666149999946356,None,demo,001,2025-03-05_19h44.16.495,motion-adaptation,2024.2.4,None,2025-03-05 19h44.23.824331 -0500,
0.4,180,37,9,2,left,0.15980924991890788,None,2,9,37,9,114.39723012491595,,,,,,,,,,,,,114.3908283750061,114.39723012491595,114.39723012491595,114.39723012491595,114.39723012491595,114.39150704198983,114.39191687491257,114.39723012491595,114.39723012491595,114.4886249579722,114.77408554195426,115.00565779197495,115.00565779197495,115.00565779197495,115.00565779197495,115.17470404191408,left,0.15980924991890788,None,demo,001,2025-03-05_19h44.16.495,motion-adaptation,2024.2.4,None,2025-03-05 19h44.23.824331 -0500,
0.2,180,38,10,2,right,0.2969469999661669,None,2,10,38,11,115.18883179198019,,,,,,,,,,,,,115.17505266692024,115.18883179198019,115.18883179198019,115.18883179198019,115.18883179198019,115.17576249991544,115.17619333299808,115.18883179198019,115.18883179198019,115.27207141695544,115.55741954199038,115.78954287501983,115.78954287501983,115.78954287501983,115.78954287501983,116.09214795799926,right,0.2969469999661669,None,demo,001,2025-03-05_19h44.16.495,motion-adaptation,2024.2.4,None,2025-03-05 19h44.23.824331 -0500,
0.3,180,39,11,2,left,0.04470249998848885,None,2,11,39,10,116.10560675000306,,,,,,,,,,,,,116.09243070799857,116.10560675000306,121.09187479200773,116.10560675000306,121.09187479200773,121.08906729193404,121.08949112496339,121.09187479200773,121.09187479200773,121.18835966696497,121.4743539999472,121.68990795791615,121.68990795791615,121.70628024998587,121.70628024998587,121.7408887919737,left,0.04470249998848885,None,demo,001,2025-03-05_19h44.16.495,motion-adaptation,2024.2.4,None,2025-03-05 19h44.23.824331 -0500,
0.4,0,40,12,2,right,0.23621587501838803,None,2,12,40,2,121.74743095797021,,,,,,,,,,,,,121.74115062493365,121.74743095797021,121.74743095797021,121.74743095797021,121.74743095797021,121.74173337500542,121.74204570800066,121.74743095797021,121.74743095797021,121.83868195791729,122.13982391695026,122.3432479170151,122.3432479170151,122.3432479170151,122.3432479170151,122.58973699994385,right,0.23621587501838803,None,demo,001,2025-03-05_19h44.16.495,motion-adaptation,2024.2.4,None,2025-03-05 19h44.23.824331 -0500,
1,0,41,13,2,right,0.274669999955222,None,2,13,41,0,122.59516170795541,,,,,,,,,,,,,122.58996541693341,122.59516170795541,122.59516170795541,122.59516170795541,122.59516170795541,122.59055545798037,122.59085933293682,122.59516170795541,122.59516170795541,122.68864270800259,122.97716070793103,123.18872333294712,123.18872333294712,123.19136454199906,123.19136454199906,123.47666087502148,right,0.274669999955222,None,demo,001,2025-03-05_19h44.16.495,motion-adaptation,2024.2.4,None,2025-03-05 19h44.23.824331 -0500,
0.4,180,42,0,3,left,0.17336520901881158,None,3,0,42,9,123.48887658293825,,,,,,,,,,,,,123.47693679202348,123.48887658293825,123.48887658293825,123.48887658293825,123.48887658293825,123.47773370798677,123.47807533293962,123.48887658293825,123.48887658293825,123.57459550001658,123.87208858295344,124.07661270792596,124.07661270792596,124.07661270792596,124.07661270792596,124.25847024994437,left,0.17336520901881158,None,demo,001,2025-03-05_19h44.16.495,motion-adaptation,2024.2.4,None,2025-03-05 19h44.23.824331 -0500,
0.3,0,43,1,3,right,0.5517731659347191,None,3,1,43,3,124.26418674993329,,,,,,,,,,,,,124.2587117080111,124.26418674993329,129.25878495792858,124.26418674993329,129.25878495792858,129.25578799995128,129.25617712491658,129.25878495792858,129.25878495792858,129.34316487493925,129.6561442919774,129.84218437492382,129.84218437492382,129.855432500015,129.855432500015,130.40708687494043,right,0.5517731659347191,None,demo,001,2025-03-05_19h44.16.495,motion-adaptation,2024.2.4,None,2025-03-05 19h44.23.824331 -0500,
0.2,0,44,2,3,left,0.23753108293749392,None,3,2,44,4,130.41330100002233,,,,,,,,,,,,,130.4073999579996,130.41330100002233,130.41330100002233,130.41330100002233,130.41330100002233,130.40798575000372,130.4083521249704,130.41330100002233,130.41330100002233,130.50535454193596,130.80644833296537,131.02379045798443,131.02379045798443,131.02379045798443,131.02379045798443,131.27422216697596,left,0.23753108293749392,None,demo,001,2025-03-05_19h44.16.495,motion-adaptation,2024.2.4,None,2025-03-05 19h44.23.824331 -0500,
