coherence,direction,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,begin_experiment.started,instructions.started,key_resp_2.started,begin_experiment.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,dots.started,polygon.started,fixation.started,dots.stopped,key_resp.started,fixation_respond.started,polygon.stopped,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0.3,180,92,8,6,left,0.13449391699396074,None,6,8,92,10,87.96527033299208,,,,,,,,,87.96017270802986,88.05823612492532,87.96527033299208,87.96527033299208,88.34403970802668,88.5594871659996,88.5594871659996,88.57581795798615,88.57581795798615,88.69558499997947,left,0.13449391699396074,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0.5,180,93,9,6,left,0.12873554101679474,None,6,9,93,8,88.70821570802946,,,,,,,,,88.696105791023,88.79478345799726,88.70821570802946,88.70821570802946,89.09247491601855,89.30002641596366,89.30002641596366,89.30002641596366,89.30002641596366,89.44476579094771,left,0.12873554101679474,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0.2,0,94,10,6,right,0.12925554206594825,None,6,10,94,4,89.44960537494626,,,,,,,,,89.44529358297586,89.54454445792362,89.44960537494626,89.44960537494626,89.85935304092709,90.05917445803061,90.05917445803061,90.05917445803061,90.05917445803061,90.19348195800558,right,0.12925554206594825,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0.1,0,95,11,6,right,0.32240275002550334,None,6,11,95,5,90.1993633749662,,,,,,,,,90.19408720801584,90.29154083295725,90.1993633749662,90.1993633749662,90.59265745792072,90.80873929092195,90.80873929092195,90.80873929092195,90.80873929092195,91.14271658298094,right,0.32240275002550334,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0,180,96,12,6,right,0.5012530829990283,None,6,12,96,13,91.14817212498747,,,,,,,,,91.1432865409879,91.24159204098396,91.14817212498747,91.14817212498747,91.54285783297382,91.74294783303048,91.74294783303048,91.75949195795693,91.75949195795693,92.26071604096796,right,0.5012530829990283,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
1,0,97,13,6,right,0.24663983308710158,None,6,13,97,0,92.27507016598247,,,,,,,,,92.26129041600507,92.35821408301126,92.27507016598247,92.27507016598247,92.64413508295547,92.85744870791677,92.85744870791677,92.85993341600988,92.85993341600988,93.11052320792805,right,0.24663983308710158,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0.3,0,98,0,7,right,0.26841237500775605,None,7,0,98,3,93.11684462497942,,,,,,,,,93.11135612498038,93.20813762501348,93.11684462497942,93.11684462497942,93.50951854093,93.70898258301895,93.70898258301895,93.72611225000583,93.72611225000583,93.99609737494029,right,0.26841237500775605,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
1,180,99,1,7,left,0.1302485839696601,None,7,1,99,7,94.0079196250299,,,,,,,,,93.9967029580148,94.09539679100271,94.0079196250299,94.0079196250299,94.39375991595443,94.59734991600271,94.59734991600271,94.59734991600271,94.59734991600271,94.72931554098614,left,0.1302485839696601,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
1,0,100,2,7,right,0.1690434159245342,None,7,2,100,0,94.74157554097474,,,,,,,,,94.72986283292994,94.8285656250082,94.74157554097474,94.74157554097474,95.12582141591702,95.32944624999072,95.32944624999072,95.32944624999072,95.32944624999072,95.50956295803189,right,0.1690434159245342,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0.4,0,101,3,7,right,0.1859842500416562,None,7,3,101,2,95.5149057910312,,,,,,,,,95.51022612501401,95.60813837498426,95.5149057910312,95.5149057910312,95.90914258302655,96.10826816596091,96.10826816596091,96.11194983299356,96.11194983299356,96.30982533295173,right,0.1859842500416562,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0.2,180,102,4,7,right,0.5851565829943866,None,7,4,102,11,96.31559274997562,,,,,,,,,96.310443416005,96.40822895802557,96.31559274997562,96.31559274997562,96.7088015829213,96.90840237494558,96.90840237494558,96.91363104095217,96.91363104095217,97.49529524997342,right,0.5851565829943866,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0.3,180,103,5,7,left,0.17925137502606958,None,7,5,103,10,97.50822641595732,,,,,,,,,97.49583295802586,97.59453829098493,97.50822641595732,97.50822641595732,97.90849137492478,98.0916719159577,98.0916719159577,98.09674591594376,98.09674591594376,98.27626154094469,left,0.17925137502606958,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0,0,104,6,7,left,0.39906329207587987,None,7,6,104,6,98.28217987495009,,,,,,,,,98.27681562502403,98.36339958303142,98.28217987495009,98.28217987495009,98.67619149992242,98.87487829092424,98.87487829092424,98.87768854096066,98.87768854096066,99.2797131659463,left,0.39906329207587987,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0,180,105,7,7,left,0.4701220830902457,None,7,7,105,13,99.29175949993078,,,,,,,,,99.2805187079357,99.38032816594932,99.29175949993078,99.29175949993078,99.69210550002754,99.87414299999364,99.87414299999364,99.87658358295448,99.87658358295448,100.34867716592271,left,0.4701220830902457,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0.5,180,106,8,7,left,0.2522204170236364,None,7,8,106,8,100.35833249997813,,,,,,,,,100.34952537494246,100.44552041601855,100.35833249997813,100.35833249997813,100.75928004097659,100.95916437497362,100.95916437497362,100.95916437497362,100.95916437497362,101.22637275001034,left,0.2522204170236364,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0.1,0,107,9,7,right,0.2006624590139836,None,7,9,107,5,101.23244387493469,,,,,,,,,101.22727195802145,101.3247888329206,101.23244387493469,101.23244387493469,101.62607079092413,101.82617495802697,101.82617495802697,101.84203470801003,101.84203470801003,102.03332249994855,right,0.2006624590139836,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0.4,180,108,10,7,left,0.09127874998375773,None,7,10,108,9,102.0415532499319,,,,,,,,,102.03383974998724,102.12806329096202,102.0415532499319,102.0415532499319,102.42573462496512,102.64237570797559,102.64237570797559,102.64237570797559,102.64237570797559,102.74421204102691,left,0.09127874998375773,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0.5,0,109,11,7,right,0.09255979105364531,None,7,11,109,1,102.74950537492987,,,,,,,,,102.74471691600047,102.84164024994243,102.74950537492987,102.74950537492987,103.12692041601986,103.3415412500035,103.3415412500035,103.34526308299974,103.34526308299974,103.44286908302456,right,0.09255979105364531,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0.1,180,110,12,7,left,0.28336304100230336,None,7,12,110,12,103.44839170796331,,,,,,,,,103.44338012498338,103.54162858298514,103.44839170796331,103.44839170796331,103.8270908750128,104.0290594160324,104.0290594160324,104.04372874996625,104.04372874996625,104.32655866595451,left,0.28336304100230336,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0.2,0,111,13,7,right,0.17479362501762807,None,7,13,111,4,104.33239591598976,,,,,,,,,104.3274053329369,104.42429495800752,104.33239591598976,104.33239591598976,104.7130978750065,104.92427091603167,104.92427091603167,104.92691029096022,104.92691029096022,105.1123557499377,right,0.17479362501762807,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0.4,180,112,0,8,left,0.11004270892590284,None,8,0,112,9,105.12497004098259,,,,,,,,,105.11290212499443,105.22610383294523,105.12497004098259,105.12497004098259,105.5264286659658,105.71367762493901,105.71367762493901,105.71367762493901,105.71367762493901,105.82885233301204,left,0.11004270892590284,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0.3,0,113,1,8,right,0.3545496250735596,None,8,1,113,3,105.84172991593368,,,,,,,,,105.82934325002134,105.92857179092243,105.84172991593368,105.84172991593368,106.22719241597224,106.42490474996157,106.42490474996157,106.42766212497372,106.42766212497372,106.79303091601469,right,0.3545496250735596,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0.2,180,114,2,8,left,0.5284253749996424,None,8,2,114,11,106.79840737499762,,,,,,,,,106.79363229102455,106.8922081249766,106.79840737499762,106.79840737499762,107.17699433292728,107.39210108295083,107.39210108295083,107.39779670792632,107.39779670792632,107.92736570793204,left,0.5284253749996424,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
1,180,115,3,8,left,0.15478912508115172,None,8,3,115,7,107.94185275002383,,,,,,,,,107.92812229099218,108.04256333294325,107.94185275002383,107.94185275002383,108.34151808300521,108.52487283293158,108.52487283293158,108.52856399992015,108.52856399992015,108.6929704999784,left,0.15478912508115172,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0.3,180,116,4,8,left,0.21349316707346588,None,8,4,116,10,108.69895954092499,,,,,,,,,108.69353916600812,108.79282045795117,108.69895954092499,108.69895954092499,109.09148454095703,109.29271624993999,109.29271624993999,109.30879020795692,109.30879020795692,109.50938249996398,left,0.21349316707346588,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
1,0,117,5,8,right,0.19866812496911734,None,8,5,117,0,109.51450616598595,,,,,,,,,109.50982233299874,109.60824441595469,109.51450616598595,109.51450616598595,109.89685112494044,110.10892312496435,110.10892312496435,110.1123804160161,110.1123804160161,110.31031937501393,right,0.19866812496911734,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0.1,0,118,6,8,left,0.3082417920231819,None,8,6,118,5,110.31618308299221,,,,,,,,,110.31099170795642,110.40814724995289,110.31618308299221,110.31618308299221,110.69649908295833,110.90921533294022,110.90921533294022,110.92620437499136,110.92620437499136,111.2299374579452,left,0.3082417920231819,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0.5,180,119,7,8,left,0.1738482500659302,None,8,7,119,8,111.24167887493968,,,,,,,,,111.23046329093631,111.32882024999708,111.24167887493968,111.24167887493968,111.62485024996568,111.82696741598193,111.82696741598193,111.82696741598193,111.82696741598193,112.01296291593462,left,0.1738482500659302,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0.4,0,120,8,8,right,0.17867175000719726,None,8,8,120,2,112.02443762496114,,,,,,,,,112.01373429095838,112.11438249994535,112.02443762496114,112.02443762496114,112.42619983293116,112.6081566659268,112.6081566659268,112.61070916592143,112.61070916592143,112.7958805829985,right,0.17867175000719726,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0,180,121,9,8,left,0.25534512498416007,None,8,9,121,13,112.80838754097931,,,,,,,,,112.79660300002433,112.89531733293552,112.80838754097931,112.80838754097931,113.19155516591854,113.39154849993065,113.39154849993065,113.39868016599212,113.39868016599212,113.66107437491883,left,0.25534512498416007,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0.2,0,122,10,8,right,0.1971201669657603,None,8,10,122,4,113.67494333302602,,,,,,,,,113.6616387909744,113.77626141603105,113.67494333302602,113.67494333302602,114.07420462497976,114.26395404094364,114.26395404094364,114.26395404094364,114.26395404094364,114.47914720792323,right,0.1971201669657603,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0.1,180,123,11,8,left,0.25719454197678715,None,8,11,123,12,114.49178854096681,,,,,,,,,114.48054720798973,114.57881424995139,114.49178854096681,114.49178854096681,114.89279554097448,115.08142245793715,115.08142245793715,115.08142245793715,115.08142245793715,115.34406937495805,left,0.25719454197678715,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0.5,0,124,12,8,right,0.15094204200431705,None,8,12,124,1,115.35830587497912,,,,,,,,,115.34462599991821,115.44162183301523,115.35830587497912,115.35830587497912,115.72710158291738,115.95951979095116,115.95951979095116,115.95951979095116,115.95951979095116,116.11230658297427,right,0.15094204200431705,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0,0,125,13,8,left,0.27404662501066923,None,8,13,125,6,116.12481083301827,,,,,,,,,116.11283737502526,116.20804204093292,116.12481083301827,116.12481083301827,116.49526287498884,116.7142972080037,116.7142972080037,116.7142972080037,116.7142972080037,116.9943489159923,left,0.27404662501066923,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0,180,126,0,9,right,0.6849708340596408,None,9,0,126,13,117.0083837499842,,,,,,,,,116.99490774993319,117.09166375000495,117.0083837499842,117.0083837499842,117.37703829095699,117.59157816600055,117.59157816600055,117.59411870792974,117.59411870792974,118.28085079102311,right,0.6849708340596408,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0.2,180,127,1,9,left,0.16694458306301385,None,9,1,127,11,118.2915900410153,,,,,,,,,118.28137737500947,118.37870729097631,118.2915900410153,118.2915900410153,118.67699804098811,118.88049729098566,118.88049729098566,118.88049729098566,118.88049729098566,119.05955883301795,left,0.16694458306301385,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0.4,180,128,2,9,left,0.262268332997337,None,9,2,128,9,119.06483099993784,,,,,,,,,119.06011291593313,119.15826158295386,119.06483099993784,119.06483099993784,119.45894708298147,119.65759116597474,119.65759116597474,119.6603534159949,119.6603534159949,119.92765487497672,left,0.262268332997337,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0.1,0,129,3,9,right,0.4835852920077741,None,9,3,129,5,119.93282012501732,,,,,,,,,119.92816912499256,120.02485120797064,119.93282012501732,119.93282012501732,120.32596641592681,120.54231099993922,120.54231099993922,120.54231099993922,120.54231099993922,121.04444887500722,right,0.4835852920077741,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0.5,180,130,4,9,left,0.10279383300803602,None,9,4,130,8,121.05033649993129,,,,,,,,,121.04538445791695,121.14426220802125,121.05033649993129,121.05033649993129,121.44155395799316,121.64158033300191,121.64158033300191,121.64531408296898,121.64531408296898,121.74667212495115,left,0.10279383300803602,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0.3,0,131,5,9,right,0.7208300409838557,None,9,5,131,3,121.75812591600697,,,,,,,,,121.74732874997426,121.84544004092459,121.75812591600697,121.75812591600697,122.158653707942,122.34823899995536,122.34823899995536,122.34823899995536,122.34823899995536,123.07631516596302,right,0.7208300409838557,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
1,0,132,6,9,right,0.11910829111002386,None,9,6,132,0,123.08247666596435,,,,,,,,,123.07706770801451,123.17489933292381,123.08247666596435,123.08247666596435,123.46372662496287,123.67438400001265,123.67438400001265,123.67725104093552,123.67725104093552,123.79624666599557,right,0.11910829111002386,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0.3,180,133,7,9,left,0.19582825002726167,None,9,7,133,10,123.80839845794253,,,,,,,,,123.79686704091728,123.90940137498546,123.80839845794253,123.80839845794253,124.20827499998268,124.41062699991744,124.41062699991744,124.41062699991744,124.41062699991744,124.60947245801799,left,0.19582825002726167,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0.1,180,134,8,9,right,0.8237987500615418,None,9,8,134,12,124.61469512502663,,,,,,,,,124.6100947499508,124.70815020799637,124.61469512502663,124.61469512502663,124.99368362501264,125.20815462502651,125.20815462502651,125.21163845795672,125.21163845795672,126.04319574998226,right,0.8237987500615418,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0.5,0,135,9,9,right,0.22908204107079655,None,9,9,135,1,126.04937124997377,,,,,,,,,126.0439809160307,126.14152920793276,126.04937124997377,126.04937124997377,126.42741637502331,126.64216762501746,126.64216762501746,126.64582083292771,126.64582083292771,126.87597295793239,right,0.22908204107079655,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0.4,0,136,10,9,right,0.40658475004602224,None,9,10,136,2,126.88111737498548,,,,,,,,,126.87640654097777,126.9748725410318,126.88111737498548,126.88111737498548,127.27557895798236,127.47483687498607,127.47483687498607,127.47759587492328,127.47759587492328,127.89298145798966,right,0.40658475004602224,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0,0,137,11,9,left,0.4442455000244081,None,9,11,137,6,127.89854766603094,,,,,,,,,127.89350379095413,127.98001712502446,127.89854766603094,127.89854766603094,128.27426187496167,128.49253499996848,128.49253499996848,128.4974524580175,128.4974524580175,128.94587049994152,left,0.4442455000244081,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0.2,0,138,12,9,right,0.6251821669284254,None,9,12,138,4,128.9583974579582,,,,,,,,,128.94659637496807,129.0588005000027,128.9583974579582,128.9583974579582,129.343586999923,129.5592985409312,129.5592985409312,129.5592985409312,129.5592985409312,130.19291483296547,right,0.6251821669284254,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
1,180,139,13,9,left,0.11171274993102998,None,9,13,139,7,130.19924470793922,,,,,,,,,130.1935403329553,130.29150133300573,130.19924470793922,130.19924470793922,130.57727524999063,130.79141695797443,130.79141695797443,130.7939444159856,130.7939444159856,130.91227404098026,left,0.11171274993102998,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
